sample_id,richness,shannon,simpson,richness_z,shannon_z,simpson_z
MI_001_H,259,3.9565859695561443,0.9591404770193496,0.2658612198295419,1.162713213781249,0.7067852784489651
MI_002_H,398,3.4450883433329507,0.9074505401296874,2.1180065675203115,0.44827100357905797,0.33055610070524644
MI_003_H,127,2.709493441539755,0.8868561667589502,-1.4930106211429874,-0.5791825377620572,0.18065837156003606
MI_004_H,179,3.667249581366527,0.9350432123355134,-0.8001217140932032,0.7585781443842525,0.5313914857030961
MI_005_H,143,3.5096980865436964,0.9448196780788783,-1.2798140343584385,0.5385156603938273,0.6025502428847377
MI_006_H,371,3.8868779273804934,0.9589175358381085,1.758237327321385,1.0653474291371028,0.7051625839294767
MI_007_H,254,3.3157857785839435,0.9280087647390511,0.19923728645937036,0.26766564901230455,0.480190718312963
MI_008_H1,223,3.3849934110703854,0.9247703243971218,-0.21383110043569337,0.36433247869354163,0.456619481427591
MI_009_H,157,2.491765671278348,0.8350623769312756,-1.0932670209219582,-0.8832971639755485,-0.1963267077735429
MI_010_H,236,3.6225911761637244,0.9521639996293234,-0.04060887367324729,0.6962008271075677,0.6560064516610739
MI_011_H,281,2.8780739904026422,0.8450752787441994,0.5590065266582969,-0.3437150521824766,-0.12344703249078338
MI_012_H,147,2.2352505244408,0.766327962625198,-1.226514887662301,-1.241588657545431,-0.6966154241686209
MI_013_H,315,4.137880653244113,0.9692920505674365,1.0120492735754636,1.415939363564828,0.7806742866122829
MI_014_H,215,3.4889453870070333,0.924391444965778,-0.32042939382796787,0.509529006762387,0.453861778371718
MI_015_H,290,3.2691151879350806,0.9224017356975198,0.6789296067246057,0.20247778063290017,0.4393795265642964
MI_016_H,206,2.8701360835595597,0.8519908154150153,-0.4403524738942767,-0.3548024461772951,-0.07311176741062891
MI_017_H,227,3.234989413774246,0.9148514249133748,-0.16053195373955612,0.15481207845486356,0.38442400932131565
MI_018_H,288,3.7257275364001408,0.9543452010285971,0.6522800333765371,0.8402581313488234,0.6718824936592275
MI_019_H,291,3.485315880362726,0.9375334215128094,0.6922543933986399,0.5044594372942957,0.5495166645591633
MI_020_H,238,3.320502380430892,0.875764218180599,-0.013959300325178661,0.27425363549634585,0.09992477147620085
MI_021_H,420,4.12782364372192,0.9714208686964292,2.4111518743490663,1.4018920801705448,0.796169052952325
MI_022_H,147,0.8087958755057789,0.35426942015846874,-1.226514887662301,-3.2340112219731902,-3.6958151899848937
MI_023_H,166,2.093411785063857,0.7315921456614255,-0.9733439408556492,-1.439704107661982,-0.9494427371992569
MI_024_H,218,3.511637109485741,0.9449181509239355,-0.28045503380586495,0.5412240206389684,0.6032669850545922
MI_025_H,188,2.687611303943133,0.8226958950968616,-0.6801986340268943,-0.6097467514494489,-0.2863370961026247
MI_026_H,163,1.8157664998363778,0.7201425156273531,-1.0133183008777522,-1.8275094484116623,-1.032779749244446
MI_027_H,186,3.240972847281368,0.9147953113428593,-0.706848207374963,0.1631695316281861,0.38401558238629396
MI_028_H,257,3.505797048772256,0.9188475088569733,0.2392116464814733,0.5330668256297455,0.4135098133822533
MI_029_H,387,4.012473871628782,0.9656605903265946,1.971433914105934,1.2407755042656945,0.7542424241912201
MI_030_H,172,2.2272642200383577,0.801043901459707,-0.8933952208114434,-1.252743651578851,-0.4439327956293555
MI_031_H,290,3.6975761162153793,0.945918838478657,0.6789296067246057,0.8009372003688713,0.6105505663190633
MI_032_H,195,2.3499512814756796,0.7686956399005533,-0.5869251273086541,-1.08137860344812,-0.6793821031767434
MI_033_H,198,3.278520638874205,0.9202385488873491,-0.5469507672865512,0.2156149895120752,0.4236346051372527
MI_034_H,257,3.568002082370204,0.9520874678483628,0.2392116464814733,0.6199526671488362,0.6554494092122986
MI_035_H,230,3.008817153990145,0.8395565642148388,-0.12055759371745317,-0.16109751893605026,-0.16361542027612236
MI_036_H,276,3.5143477554699714,0.939436232835604,0.4923825932881253,0.5450101572870479,0.5633664229928907
MI_037_H,408,3.44846458187025,0.9071104271984243,2.251254434260655,0.4529868169066169,0.32808056259920704
MI_038_H,358,3.626791519365516,0.9273850487028823,1.585015100558939,0.7020677213546705,0.47565095321450135
MI_039_H,215,3.273976678418058,0.9226775398116596,-0.32042939382796787,0.20926814255731638,0.4413869880031182
MI_040_H,279,3.6562589123689264,0.942855748461383,0.5323569533102281,0.7432267576960568,0.5882556302464198
MI_041_H,231,3.460234222997498,0.9371972445282798,-0.10723280704341885,0.4694262449491791,0.5470697745438802
MI_042_H,264,3.5667197197476783,0.9411461482810886,0.3324851531997135,0.6181615073479928,0.5758121739606119
MI_043_H,339,3.5933301838372733,0.9367532845148425,1.331844153752287,0.6553300840998632,0.5438383774701492
MI_044_H,248,3.9708903688108594,0.9601325633144305,0.11928856641516447,1.1826931043911302,0.7140062547841823
MI_045_H,207,3.373752295086806,0.9238133954427722,-0.42702768722024237,0.34863127630918667,0.44965440049853844
MI_046_H,240,3.338838574763469,0.9126391629332011,0.012690273022889966,0.2998649981577764,0.36832189049824376
MI_047_H,248,3.6543377219413133,0.9385032769346873,0.11928856641516447,0.7405433052908951,0.5565758317754494
MI_048_H,221,2.328935729267313,0.7701060752615314,-0.24048067378376198,-1.110732400608878,-0.6691161410175293
MI_049_H,212,3.7347823426007594,0.9610656558645346,-0.36040375385007084,0.8529055717733067,0.7207978406132349
MI_050_H,265,2.4078413761887107,0.7665399175607652,0.3458099398737478,-1.0005197194666233,-0.6950726938825033
MI_051_H,288,3.1342680103829923,0.8879563928577271,0.6522800333765371,0.014127902489374296,0.1886664517664138
MI_052_H,232,3.7170832525390733,0.9555911222659637,-0.09390802036938455,0.8281840943431829,0.6809510271277139
MI_053_H,184,3.1210770725564947,0.9236179068319105,-0.7334977807230316,-0.004296743671721227,0.44823152162213814
MI_054_H,167,3.428285745839129,0.9459354957444899,-0.9600191541816149,0.42480171599064287,0.6106718075084488
MI_055_H,269,3.1256892208187743,0.8376763508516702,0.3991090865698851,0.0021453456545064914,-0.1773006977241809
MI_056_H,395,3.806836838765285,0.957775439200789,2.0780322074982087,0.9535488022705798,0.6968497457907924
MI_057_H,237,3.3830603832604207,0.9301803949930922,-0.027284086999212975,0.3616324922417357,0.4959970959950505
MI_058_H,250,3.2040142871549544,0.8992603863966033,0.1459381397632331,0.11154709189650364,0.27094343738994003
MI_059_H,177,3.0645014813517046,0.9094697303695355,-0.8267712874412718,-0.08331957457379165,0.3452529320298388
MI_060_H,158,2.2677249665279375,0.7530694263602957,-1.0799422342479237,-1.1962294789483952,-0.7931186992195735
MI_061_H,234,3.8468554597508993,0.9595404858233421,-0.06725844702131592,1.0094454292741435,0.7096967732673394
MI_062_H,407,4.223874798539751,0.9721833939870044,2.23792964758662,1.5360530143027797,0.8017191518757244
MI_063_H,130,2.865036731870395,0.8989704598803068,-1.4530362611208845,-0.36192504441554285,0.26883318496178954
MI_064_H,263,3.8501557460296496,0.9623494206412,0.3191603665256792,1.014055155111388,0.7301418211905792
MI_065_H,273,3.4171657531693422,0.9071422763404562,0.4524082332660223,0.4092696944657415,0.3283123790269208
MI_066_H,224,3.530579297086422,0.9382099387755656,-0.20050631376165906,0.5676818137580121,0.5544407474428299
MI_067_H,306,3.8167315535450426,0.9501106891447957,0.8921261935091547,0.9673693979765033,0.6410612735136243
MI_068_H,158,3.027307198766761,0.8817368672038524,-1.0799422342479237,-0.13527126329047956,0.14339715635775094
MI_069_H,192,2.7024449165680826,0.8219643335962599,-0.6268994873307571,-0.5890276738902739,-0.2916618227013022
MI_070_H,204,2.824897251875738,0.8692886371360706,-0.46700204724234534,-0.4179904831068181,0.05279175723019237
MI_071_H,203,3.338289508649996,0.9315230008156815,-0.48032683391637965,0.299098081582712,0.5057693556467684
MI_072_H,348,3.9549277602876973,0.9593961055785446,1.4517672338185958,1.1603970843722535,0.7086458905607395
MI_073_H,137,1.9459647234157589,0.6769095764540196,-1.3597627544026443,-1.6456530685389181,-1.3474540192352942
MI_074_H,274,3.399429853485371,0.9308825909531963,0.4657330199400566,0.38449680262711605,0.5011080832506324
MI_075_H,252,3.544845991875511,0.9329426024276548,0.17258771311130172,0.5876090400731333,0.5161020350682283
MI_076_H,330,3.7588757467754452,0.9582474064146234,1.2119210736859782,0.8865584062096217,0.7002849954248156
MI_077_H,308,3.847697750335801,0.9422578113809227,0.9187757668572233,1.0106219116589263,0.5839034992580563
MI_078_H,160,3.331501628497341,0.944115846895319,-1.0532926608998552,0.28961700513147115,0.5974273535295783
MI_079_H,177,2.6584574962898992,0.8075288810098189,-0.8267712874412718,-0.6504677826092242,-0.3967313736382334
MI_080_H,344,3.6542593983678273,0.9373409957134765,1.3984680871224586,0.7404339056298146,0.5481160785918362
MI_081_H,459,4.011351765623405,0.9609410222162842,2.9308185546364047,1.2392081853702337,0.7198906850270218
MI_082_H,246,2.9099186564845954,0.8742068872457783,0.09263899306709585,-0.29923552294842737,0.0885896185946421
MI_083_H,280,3.0901384429229792,0.8744613770997418,0.5456817399842625,-0.04751075250145272,0.09044194255288528
MI_084_H,249,3.3242532513342655,0.9129088471961075,0.13261335308919878,0.27949272236792394,0.3702848081295863
MI_085_H,216,2.7649725744795655,0.7605464302610209,-0.30710460715393356,-0.501691201877883,-0.7386967517608022
MI_086_H,173,2.8625037628113654,0.8324157848047485,-0.880070434137409,-0.36546300807388665,-0.21559013194277266
MI_087_H,287,3.5534130419846535,0.9332530997775954,0.6389552467025027,0.5995751996427925,0.5183620138898143
MI_088_H,390,2.783023942197622,0.8159194121832645,2.011408274128037,-0.476477675189817,-0.33566024772533243
MI_089_H,268,3.8091231199696565,0.95444742818695,0.3857842998958507,0.9567422008575015,0.6726265618869042
MI_090_H,282,3.6296204777156325,0.9290994380350078,0.5723313133323311,0.7060191126272967,0.4881292677099325
MI_091_H,272,3.7696524337756685,0.9557529721340824,0.439083446591988,0.9016109102377384,0.6821290638301039
MI_092_H,219,3.4557352741025222,0.9430415425071115,-0.26713024713183064,0.4631422685877508,0.5896079464855231
MI_093_H1,298,4.004407396443009,0.9621408067381563,0.7855279001168801,1.2295085304523095,0.7286234088664245
MI_094_H,156,2.819227124152702,0.9008622699825285,-1.1065918075959924,-0.4259103215867857,0.28260287016619323
MI_095_H,214,3.7171493232204376,0.9529086686335428,-0.3337541805020022,0.8282763795879297,0.6614265822320737
MI_096_H,285,3.6830863737512503,0.9478089733297997,0.6123056733544341,0.7806984287683639,0.6243080580797546
MI_097_H,260,3.521342632977068,0.937592323933075,0.2791860065035762,0.5547803604904602,0.5499453903513993
MI_098_H,308,3.7926227568643025,0.9506316517598659,0.9187757668572233,0.933695063819599,0.6448531399405742
MI_099_H,233,2.3941819475974495,0.7541844657046444,-0.08058323369535023,-1.019598737339878,-0.785002799666984
MI_100_H,348,4.067820654601401,0.9681975255557619,1.4517672338185958,1.3180819782888686,0.772707702206477
MI_101_H,284,3.9179686071548536,0.9585012494968559,0.5989808866803997,1.1087738163496799,0.7021326118053142
MI_102_H,305,3.7139411505736666,0.938520632374493,0.8788014068351203,0.8237953148889723,0.5567021546777473
MI_103_H,282,3.88407935751029,0.9552419846635032,0.5723313133323311,1.061438483443187,0.6784098022588675
MI_104_H,267,3.593890222546486,0.9334219717420794,0.3724595132218164,0.6561123268175141,0.519591161460209
MI_105_H,309,3.76778596938354,0.9518483300223756,0.9321005535312576,0.8990038972679576,0.6537088261694005
MI_106_H,339,3.736063469391795,0.9421231693872839,1.331844153752287,0.8546950054074274,0.5829234971608468
MI_107_H,199,3.1644996886416,0.908930901144609,-0.5336259806125169,0.05635446606637994,0.3413310221100969
MI_108_H,422,3.931145219463037,0.9507032990929993,2.4378014476971352,1.127178453121793,0.6453746305604966
MI_109_H,161,2.7944427292646887,0.8853820745200407,-1.0399678742258207,-0.4605283079752301,0.16992907792311096
MI_110_H,175,2.916960042510474,0.8845608849837845,-0.8534208607893404,-0.28940035825301924,0.16395198677949208
MI_111_H,324,4.17397578366609,0.967161985840966,1.1319723536417723,1.466355794519995,0.7651704468167043
MI_112_H,238,2.1332353255173833,0.6551176162557648,-0.013959300325178661,-1.3840799624048963,-1.5060684761326673
MI_113_H,178,1.7918063627271907,0.5232029602516415,-0.8134465007672375,-1.8609761400157512,-2.4662194367871133
MI_114_H,300,3.4362373426983304,0.9285763255939405,0.8121774734649487,0.4359082317269364,0.4843217536092601
MI_115_H,209,3.463795316508435,0.9447691391170048,-0.40037811387217376,0.47440025731650226,0.6021823911670948
MI_116_H,309,3.335116927779138,0.9207179381726824,0.9321005535312576,0.2946667302465246,0.42712387688902714
MI_117_H,278,3.5273523519020573,0.931411274955765,0.5190321666361939,0.5631745282272033,0.5049561503898378
MI_118_H,314,3.1286465855083514,0.8844809806990539,0.9987244869014291,0.006276090465184088,0.163370397302868
MI_119_H,248,3.678682886771658,0.9505437293880307,0.11928856641516447,0.7745477903117867,0.6442131902008127
MI_120_H,217,3.5583644993151093,0.9459971512972751,-0.29377982047989926,0.6064912241510844,0.6111205721872923
MI_122_H,408,3.866912433384786,0.954415975607072,2.251254434260655,1.03746031700445,0.6723976318673012
MI_123_H,180,3.07588778075913,0.9064891730838398,-0.7867969274191688,-0.06741558499962451,0.3235587167861826
MI_124_H,315,3.543104513465328,0.9389673641638534,1.0120492735754636,0.5851766032042129,0.5599537263355308
MI_125_H,285,3.7937538452399044,0.9597026387785574,0.6123056733544341,0.9352749289794159,0.7108770160124528
MI_126_H,354,3.791614638716189,0.955915244027664,1.5317159538628018,0.9322869592244685,0.683310172277256
MI_127_H,361,3.305681983378974,0.8945630014198404,1.624989460581042,0.25355301699293564,0.2367531598679204
MI_128_H,287,3.3256137919202313,0.9263017204116173,0.6389552467025027,0.28139307844676725,0.46776586499860423
MI_129_H,193,3.1997501130495585,0.9159699261116476,-0.6135747006567228,0.10559104084883629,0.3925651062437171
MI_130_H1,285,3.456275529576829,0.9352546787377457,0.6123056733544341,0.46389687876646746,0.5329306601617946
MI_131_H,136,2.3963417670602896,0.7517517508070699,-1.3730875410766787,-1.0165819761438137,-0.802709501989973
MI_132_H,437,4.097655160529223,0.9555143979492656,2.63767324780765,1.3597537852779844,0.6803925832927783
MI_133_H,278,3.7495950794414075,0.949691523849472,0.5190321666361939,0.8735954907583036,0.638010346701023
MI_134_H,311,3.4102821683788016,0.9290310626383973,0.9587501268793263,0.39965494108324573,0.487631592131423
MI_135_H,213,3.373991819087463,0.9268156482240953,-0.3470789671760365,0.3489658351568772,0.4715065280743008
MI_136_H,226,3.648623979553183,0.9529872145892494,-0.17385674041359042,0.7325625473537695,0.661998285006516
MI_137_H,129,1.9119748718709026,0.7110389371779922,-1.466361047794919,-1.6931289187035776,-1.0990408445489268
MI_138_H,309,3.843896046366635,0.955962447327269,0.9321005535312576,1.0053118229175166,0.6836537451207491
MI_139_H,178,3.4311071236247095,0.9395052708821542,-0.8134465007672375,0.428742518992661,0.5638689217199074
MI_140_H,233,3.6651846057730073,0.9508249983607293,-0.08058323369535023,0.7556938578276537,0.6462604280326003
MI_141_H,261,3.733345630473664,0.9520381190388748,0.29251079317761053,0.8508988219178176,0.6550902201102505
MI_142_H,189,3.2489991315304465,0.9260672676758438,-0.66687384735286,0.1743803681299386,0.4660593827448511
MI_143_H,255,3.5271214471646153,0.923369642687907,0.21256207313340467,0.5628520084685441,0.446424511972251
MI_144_H,242,3.8046523058971307,0.9538007893741975,0.039339846370958595,0.9504975222439108,0.6679199515975868
MI_145_H,271,3.892764945474523,0.9605560591072253,0.4257586599179537,1.0735702125929214,0.7170887014554022
MI_146_H,252,3.6710282405635666,0.937878954102425,0.17258771311130172,0.7638560449842366,0.5520316500649932
MI_147_H,321,3.766843730450466,0.9469286304173192,1.0919979936196693,0.8976878104840276,0.6179004145416699
MI_148_H,178,3.2082586642904793,0.9163681217446864,-0.8134465007672375,0.11747549122071264,0.39546340375797234
MI_149_H,300,3.736136158109626,0.9488063140686909,0.8121774734649487,0.8547965344968338,0.6315672792880198
MI_150_H,235,3.6111692729314515,0.9472288121941176,-0.0539336603472816,0.6802471073410955,0.6200853106714441
MI_151_H,257,2.9604954848172387,0.8548724124338205,0.2392116464814733,-0.22859155674706083,-0.05213784207409685
MI_152_H,275,3.8320118775434078,0.9566497988219167,0.4790578066140909,0.9887124265465598,0.6886566857937904
MI_153_H,263,3.677785523127989,0.9521326320192712,0.3191603665256792,0.7732943837814926,0.6557781401008778
MI_154_H,236,3.091873397516258,0.8942602355941314,-0.04060887367324729,-0.045087427874562866,0.23454945553958
MI_155_H,184,2.6057976797915288,0.846656590472683,-0.7334977807230316,-0.724021194705649,-0.11193733355975446
MI_156_H,152,2.887707961094751,0.8927021651866672,-1.1598909542921296,-0.33025865480852273,0.2232089203495614
MI_157_H,318,3.180906945929852,0.9013039308818372,1.0520236335975663,0.07927155611609972,0.28581753296106527
MI_158_H,274,3.852826475101721,0.9592290885028003,0.4657330199400566,1.0177855371958386,0.707430243940575
MI_159_H,300,3.6053990886159557,0.9430631378428496,0.8121774734649487,0.6721875132700997,0.5897651297961776
MI_160_H,438,3.7502640948604804,0.9384076064026418,2.650998034481684,0.8745299483787446,0.5558794864561929
MI_161_H,250,3.1510641590501325,0.9126535777508356,0.1459381397632331,0.03758818257951109,0.36842680985609677
MI_162_H,174,3.4592580983541525,0.9512298715374103,-0.8667456474633747,0.46806282777601654,0.6492073285613889
MI_163_H,201,2.4795952308891107,0.793885925589047,-0.5069764072644483,-0.9002964145781829,-0.49603267305571774
MI_164_H,310,4.044476721635314,0.9702879926965985,0.9454253402052919,1.2854759793397637,0.7879233279321589
MI_165_H,210,3.148363332502276,0.8977384811034064,-0.38705332719813945,0.03381576138086171,0.25986613276320875
MI_166_H,140,3.1417327513969644,0.9229164194159304,-1.3197883943805413,0.024554394803694528,0.4431256915594101
MI_167_H,158,3.270285408550026,0.9383303506702296,-1.0799422342479237,0.20411230435247074,0.5553171746711456
MI_168_H,291,3.5679642348116443,0.9414657870153417,0.6922543933986399,0.6198998029868112,0.5781386890503826
MI_169_H,287,3.502257600200222,0.9387510462928852,0.6389552467025027,0.5281230461651711,0.5583792400888292
MI_170_H,313,3.5318084571269766,0.935831400771125,0.9853997002273949,0.5693986620307014,0.5371283757997176
MI_171_H,234,2.670081759365786,0.8282810267141185,-0.06725844702131592,-0.634231413605462,-0.2456852864392379
MI_172_H,287,3.9481579941146303,0.9651420958222687,0.6389552467025027,1.150941308901797,0.7504685220979839
MI_173_H,290,3.3828744060466263,0.9260606475442485,0.6789296067246057,0.36137272569569795,0.4660111976083138
MI_174_H,294,3.9650621983416108,0.9676250869431462,0.7322287534207429,1.1745525172642053,0.7685411637757398
MI_175_H,302,3.926290557781041,0.9507227481350757,0.8388270468130175,1.1203976294306277,0.6455161919078034
MI_176_H,342,3.1663275415760097,0.9051880122911495,1.37181851377439,0.05890754788618581,0.31408811796941116
MI_177_H,408,4.1460903605620265,0.9688097731728719,2.251254434260655,1.427406399071194,0.7771639935355328
MI_178_H,334,3.0310115357495246,0.9022066783087098,1.2652202203821155,-0.13009717339129265,0.29238824947881853
MI_179_H,158,2.687462681692233,0.8132874380047654,-1.0799422342479237,-0.6099543418740657,-0.3548172740365298
MI_180_H,236,3.256900338389537,0.8994863284889232,-0.04060887367324729,0.18541650085523548,0.27258797427131887
MI_181_H,390,3.9433194974427574,0.9542902852868299,2.011408274128037,1.1441830639382116,0.671482785212797
MI_182_H,230,3.118805587030224,0.9047403339639933,-0.12055759371745317,-0.007469476166716151,0.31082965686354463
MI_183_H,252,3.0112987660535957,0.8791336240141188,0.17258771311130172,-0.1576312889545598,0.12444925075610402
MI_184_H,404,3.739038347880157,0.9450996769793435,2.1979552875645174,0.8588502128870823,0.6045882363981756
MI_185_H,374,4.125358806086139,0.9739389890427452,1.798211687343488,1.3984492801300057,0.8144973853969268
MI_186_H,226,3.36310723689574,0.9370378457924325,-0.17385674041359042,0.333762626853446,0.5459095785960845
MI_187_H,209,2.5348498123201813,0.7789517788269902,-0.40037811387217376,-0.8231187244823438,-0.6047320078718216
MI_188_H,303,3.453638765986912,0.9428739181822787,0.8521518334870517,0.4602139384938592,0.5883878799562043
MI_189_H,191,2.8163656428545454,0.8882580663038663,-0.6402242740047914,-0.4299071397894477,0.1908622051261119
MI_190_H,166,2.9241260096378734,0.8958545573324054,-0.9733439408556492,-0.27939118297973725,0.2461538488266171
MI_191_H,299,3.187443021376002,0.9079011832768106,0.7988526867909145,0.08840092045406435,0.33383614148107305
MI_192_H,147,2.5443036741229363,0.8081231975456226,-1.226514887662301,-0.8099138969816211,-0.39240559506237244
MI_193_H,259,3.290003760075568,0.9163596567767482,0.2658612198295419,0.23165421642246845,0.3954017908383474
MI_194_H,227,2.5587240769186295,0.8505343661531266,-0.16053195373955612,-0.7897719766340469,-0.08371264528354083
MI_195_H,171,3.3151548503573323,0.9409621519669338,-0.9067200074854777,0.2667843902662427,0.5744729426489139
MI_196_H,177,2.919397841614858,0.8941949966500462,-0.8267712874412718,-0.2859953246988556,0.23407460887179585
MI_197_H,282,3.168903468714731,0.8576746162800757,0.5723313133323311,0.06250551390588475,-0.03174178604490632
MI_198_H1,135,2.7938230229453995,0.8765880287674159,-1.386412327750713,-0.4613938923489023,0.10592094013773937
MI_199_H,236,3.8387174840084817,0.9586295039855324,-0.04060887367324729,0.9980785859538431,0.7030661219568103
MI_200_H,291,3.2347860166305025,0.908980821434416,0.6922543933986399,0.15452798035259477,0.3416943707755624
MI_201_H,202,2.8533954089509215,0.871062609018497,-0.49365162059041395,-0.3781852420193472,0.06570374789658492
MI_202_H,262,3.132021242846699,0.9107945270914702,0.3058355798516449,0.010989695228683337,0.35489556677390965
MI_203_H,308,3.3349368693653756,0.9100794011451365,0.9187757668572233,0.2944152308758552,0.3496904676199553
MI_204_H,247,3.3867793495866376,0.9358705700894037,0.10596377974113017,0.36682701590236083,0.5374134726927591
MI_205_H,217,2.930645584012855,0.8551330027389341,-0.29377982047989926,-0.27028486676780816,-0.05024111551337078
MI_206_H,208,3.2053639223015735,0.9140693624495498,-0.41370290054620806,0.11343221563449021,0.37873170758109176
MI_207_H,214,3.3583808107182174,0.9190476752484803,-0.3337541805020022,0.32716091808392483,0.4149667398445424
MI_208_H,264,3.3460886081645964,0.9186689292393488,0.3324851531997135,0.3099915942974057,0.41221000791249507
MI_209_H,178,3.001114234105308,0.8829739075905191,-0.8134465007672375,-0.1718566912672473,0.1524010498719733
MI_210_H,315,3.752163959732301,0.9282724965578864,1.0120492735754636,0.8771836139844513,0.48211031062272014
MI_211_H,198,3.7786367509913634,0.9543736964970777,-0.5469507672865512,0.9141598940837314,0.6720899001162863
MI_212_H,436,3.853449268291083,0.9465820297240406,2.6243484611336156,1.018655433202966,0.6153776547612512
MI_213_H,161,2.817220521034375,0.869483747182765,-1.0399678742258207,-0.4287130754870171,0.05421188069821003
MI_214_H,212,3.5517281240730467,0.9443710932464473,-0.36040375385007084,0.5972217645239122,0.5992851837105682
MI_215_H,156,2.7537265256029118,0.829080755972205,-1.1065918075959924,-0.517399294356835,-0.23986439557938388
MI_216_H,252,3.3957575324663223,0.9243568875776844,0.17258771311130172,0.3793674315197785,0.4536102497669306
MI_217_H,268,2.759524346927845,0.8080566447862283,0.3857842998958507,-0.5093010978660164,-0.39289000443584354
MI_218_H,206,1.9575558552252734,0.6969858783574374,-0.4403524738942767,-1.6294629761432184,-1.2013271130759609
MI_219_H,129,1.3533798337133929,0.5700674392583547,-1.466361047794919,-2.473355166508464,-2.1251127250548
MI_220_H,259,3.0306250539381123,0.8718576559878106,0.2658612198295419,-0.13063699783111885,0.07149055835779741
MI_221_H,189,3.5281778941858204,0.9441834412761699,-0.66687384735286,0.5643276171636702,0.5979193444248645
